"","S001","S002","S003","S004","S005","S006","S007","S008","S009","S010","S011","S012","S013","S014","S015","S016","S017","S018","S019","S020","S021","S022","S023","S024","S025","S026","S027","S028","S029","S030","S031","S032","S033","S034","S035","S036","S037","S038","S039","S040","S041","S042","S043","S044","S045","S046","S047","S048","S049","S050","S051","S052","S053","S054","S055","S056","S057","S058","S059","S060","S061","S062","S063","S064","S065","S066","S067","S068","S069","S070","S071","S072","S073","S074","S075","S076","S077","S078","S079","S080","S081","S082","S083","S084","S085","S086","S087","S088","S089","S090","S091","S092","S093","S094","S095","S096","S097","S098","S099","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120"
"Gene28452",13,6,7,9,3,14,13,7,3,8,6,9,11,16,14,8,8,7,5,7,8,12,8,10,9,7,7,8,10,8,11,8,13,7,3,6,5,2,6,5,1,10,8,6,8,13,5,5,7,9,4,6,6,10,3,10,2,3,5,2,8,6,11,6,12,12,12,10,13,9,7,7,6,11,10,8,10,12,14,5,6,12,5,10,3,8,13,4,5,16,8,4,7,11,1,9,12,6,3,5,4,7,4,9,7,3,4,5,6,9,3,16,2,10,2,4,11,10,7,9
"Gene28453",12,4,12,9,10,6,14,9,8,14,9,9,17,10,10,11,11,9,11,7,8,4,15,2,12,8,5,9,14,15,7,8,12,1,12,5,7,11,13,7,4,4,11,7,7,11,3,11,8,5,14,4,9,5,3,18,9,4,3,8,12,8,7,17,13,9,7,13,10,7,19,13,7,13,11,10,10,10,17,8,10,6,8,16,11,5,22,10,7,6,7,5,1,7,4,15,11,9,10,6,3,2,7,5,6,3,6,6,9,7,11,6,0,12,6,6,7,7,1,14
"Gene28454",6,5,6,6,3,0,5,4,3,3,0,7,4,7,5,7,3,2,6,2,4,3,2,6,1,8,8,6,11,6,4,5,9,7,15,1,5,8,5,7,9,3,8,5,8,3,4,4,1,7,1,2,20,8,0,7,7,4,6,5,6,11,9,2,4,8,8,1,4,1,3,2,11,22,5,5,3,5,14,14,9,4,7,7,8,7,11,2,11,5,6,7,6,7,6,19,5,2,4,3,4,2,1,3,10,9,11,5,2,10,4,0,6,7,5,7,2,8,6,2
"Gene28455",12,15,19,13,18,8,9,17,7,14,4,7,13,9,8,5,10,6,13,10,7,10,11,3,15,12,10,14,6,19,18,18,11,10,7,22,14,19,13,5,18,7,5,14,13,16,16,12,6,18,9,5,14,5,8,12,11,12,8,10,8,7,16,10,12,11,12,16,15,11,3,12,10,21,16,12,9,23,14,12,12,15,7,8,14,14,30,8,7,17,12,11,8,12,10,13,12,4,18,5,11,16,10,15,18,9,15,8,7,12,7,18,6,17,7,13,10,17,16,19
"Gene28456",4,5,2,2,1,2,1,1,2,1,1,0,4,2,2,1,2,1,1,2,2,1,3,3,1,2,1,2,4,2,5,0,2,1,3,0,1,3,2,0,5,0,0,1,1,0,2,0,3,2,1,2,2,2,1,3,1,2,2,3,2,1,0,2,1,3,0,0,0,1,0,2,1,0,0,2,2,1,1,0,4,3,2,3,0,0,3,1,0,1,2,1,2,1,1,2,1,2,2,1,3,2,0,3,0,0,2,0,1,1,1,3,1,2,1,1,2,3,1,3
"Gene28457",7,2,4,2,3,6,5,3,2,2,3,2,4,5,5,3,2,4,3,4,4,4,3,2,2,2,10,5,2,2,8,13,5,2,3,8,5,5,4,8,9,2,3,3,2,3,3,5,2,5,2,5,2,4,7,6,1,1,4,2,4,5,3,12,7,7,6,2,3,2,2,4,1,3,2,1,4,6,1,1,2,10,0,2,10,5,5,3,6,1,3,5,9,5,5,2,4,1,8,1,4,6,3,1,9,9,9,5,2,14,7,4,2,4,1,8,5,5,5,1
"Gene28458",13,12,20,16,10,8,18,20,5,10,12,10,14,16,17,19,10,19,12,19,9,11,8,12,16,13,7,13,7,21,4,10,11,5,5,13,11,9,4,18,6,8,7,13,4,5,7,11,6,13,6,6,11,14,7,3,10,20,8,16,9,15,7,12,8,10,11,15,11,13,9,7,4,18,10,9,4,13,15,16,20,18,13,23,7,17,16,19,9,14,10,18,7,14,5,27,16,11,5,18,6,19,9,22,12,18,9,7,7,17,8,13,5,14,11,15,12,20,4,15
"Gene28459",3,4,3,4,2,3,5,2,0,0,1,0,2,0,0,4,0,3,8,4,4,3,3,2,3,2,3,4,7,3,1,6,6,1,8,0,1,4,3,3,5,2,4,4,4,2,0,3,3,4,5,2,5,6,3,5,3,4,4,3,4,5,3,1,9,2,5,8,8,3,4,7,0,11,9,2,3,8,6,4,6,8,3,7,1,3,6,8,9,7,2,3,1,1,2,1,3,0,2,0,0,2,0,1,2,3,5,0,4,3,3,0,1,0,3,0,2,1,1,1
"Gene28460",1,0,1,1,0,0,1,0,0,2,1,1,0,0,1,0,3,3,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,1,3,1,0,1,0,0,0,2,0,2,2,0,0,1,1,0,3,4,0,0,3,2,2,1,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,1,0,0,1,1
"Gene28461",5,5,8,3,2,2,12,5,7,4,4,1,1,4,1,12,3,1,6,4,3,9,5,5,2,6,3,3,11,6,7,10,8,1,7,4,6,8,2,3,5,7,2,1,4,0,1,2,4,5,8,2,5,3,3,6,4,3,3,0,1,10,4,4,13,3,3,6,7,3,1,0,1,5,11,2,5,6,2,2,3,3,3,15,5,5,9,5,1,8,5,5,6,4,1,7,4,1,8,0,5,3,1,4,5,0,5,0,1,6,4,3,1,0,1,5,1,3,3,3
"Gene28462",0,0,2,1,1,2,2,1,1,0,2,0,2,4,0,1,0,3,3,0,2,0,1,2,0,1,1,0,2,0,0,0,2,1,1,1,4,2,0,1,0,0,0,0,1,2,2,1,2,4,4,1,4,1,1,2,0,3,1,1,1,1,0,0,0,1,0,3,0,3,2,1,1,7,5,0,1,6,6,1,0,2,0,1,2,3,2,0,0,3,0,0,2,2,1,1,1,1,0,1,0,2,2,0,1,0,2,0,0,0,0,1,2,1,0,0,0,1,0,0
"Gene28463",6,4,8,4,8,5,8,8,5,4,5,5,1,4,10,7,3,7,8,2,13,8,7,6,6,5,8,6,11,8,8,9,17,5,12,9,5,9,5,8,7,12,5,8,4,12,7,19,8,5,8,7,6,6,7,5,3,11,3,7,4,5,4,3,3,3,1,4,4,2,4,1,6,5,9,5,4,8,3,2,9,7,2,8,3,3,6,2,4,6,5,2,3,5,3,5,4,3,9,3,0,6,2,7,9,6,9,5,4,5,4,4,5,6,6,6,7,4,5,5
"Gene28464",9,4,4,7,11,8,5,6,9,7,1,8,7,3,8,7,10,6,5,7,7,4,5,4,4,7,5,7,5,13,11,5,20,12,9,7,12,10,8,17,13,4,4,5,13,8,13,9,8,10,7,10,11,7,8,2,5,13,3,6,4,5,8,3,7,3,6,5,6,2,7,3,7,9,4,3,8,17,3,8,8,2,8,10,7,6,7,7,2,6,7,11,6,4,3,11,5,7,7,3,5,6,5,3,8,3,16,4,5,1,5,6,6,12,9,3,12,4,0,3
"Gene28465",1,4,1,1,2,0,6,4,0,1,3,0,2,3,6,2,6,1,0,4,3,1,1,3,1,2,3,3,1,1,12,9,5,0,6,4,3,4,3,2,2,7,2,0,4,1,3,7,5,2,7,2,4,7,6,1,0,8,5,7,2,1,4,1,2,1,6,5,2,0,2,4,1,1,1,2,1,3,2,2,1,1,2,4,3,3,5,3,4,6,2,1,2,2,3,2,2,4,3,3,1,1,0,8,3,1,7,3,2,7,2,8,4,4,1,2,1,7,1,5
"Gene28466",2,0,1,1,0,0,1,1,1,2,0,4,2,0,0,0,1,0,1,1,0,1,0,2,2,1,1,1,1,0,2,0,1,0,1,2,2,1,1,1,1,3,1,2,0,1,3,2,2,0,0,0,0,2,2,1,2,1,0,1,1,0,0,1,2,0,1,1,3,1,0,1,1,2,3,1,0,1,2,1,0,0,2,1,0,1,2,1,1,0,4,0,0,2,4,8,3,2,2,2,3,2,3,4,3,3,4,5,2,0,0,3,0,1,2,1,4,3,3,5
"Gene28467",15,21,25,16,14,5,29,5,11,4,14,8,5,9,20,14,19,11,10,21,13,10,6,25,12,15,8,18,28,31,13,9,10,8,5,2,1,9,5,10,2,6,8,10,2,15,6,5,8,2,1,5,2,12,1,2,2,9,5,4,7,7,12,4,23,10,12,4,8,7,6,10,6,11,9,6,12,18,3,13,8,4,5,3,7,3,16,6,5,9,2,2,5,9,4,14,6,4,3,6,5,16,5,11,11,7,9,6,5,9,4,13,6,7,16,3,11,7,4,7
"Gene28468",2,2,1,1,3,4,2,2,0,0,1,0,2,1,2,2,5,1,4,4,2,0,3,2,1,2,4,4,2,2,1,4,2,1,1,2,3,5,1,2,2,3,2,3,2,1,3,4,3,1,4,2,3,3,0,1,1,4,1,7,2,2,1,1,0,1,2,2,0,1,1,1,0,4,3,1,3,4,3,4,0,3,1,3,3,1,4,2,4,7,1,1,3,1,0,2,1,1,1,2,3,3,2,0,2,3,4,2,2,0,0,2,0,5,2,6,0,0,2,0
"Gene28469",2,2,2,0,1,0,2,1,0,0,0,1,2,0,1,2,0,3,3,2,0,1,2,0,4,0,1,2,2,2,1,0,1,0,2,1,0,1,0,2,1,0,0,2,1,1,0,1,0,0,0,3,3,0,1,0,1,1,0,2,1,1,4,3,3,3,1,0,0,1,2,2,3,0,1,3,1,1,0,3,1,0,1,1,0,0,3,1,1,2,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,4,1,1,1,1,3,0,0,0,0,0,1,0,1
"Gene28470",3,2,2,1,3,3,4,2,0,1,1,3,3,1,4,1,1,2,1,3,5,1,2,1,2,2,2,2,1,1,1,1,5,3,2,0,0,1,4,1,5,5,1,4,2,0,3,3,0,1,4,8,4,3,1,1,3,0,1,3,1,0,2,1,0,1,2,1,2,1,1,1,3,1,2,5,2,1,1,5,2,1,1,5,2,1,5,1,2,1,0,2,1,2,1,1,1,3,2,2,2,2,0,3,1,1,3,2,1,4,0,2,0,3,4,1,0,6,2,1
"Gene28471",3,0,1,2,3,2,4,5,0,3,3,1,1,0,1,2,3,2,1,1,1,4,3,0,3,2,4,1,2,0,1,2,3,0,2,0,0,3,0,2,2,2,1,1,1,2,3,2,1,3,0,0,3,1,3,1,2,2,0,2,2,1,2,2,2,1,2,0,1,3,1,0,1,3,1,2,2,3,0,1,0,2,0,0,1,1,1,4,1,0,0,1,2,0,1,1,0,2,0,1,1,1,0,3,1,0,1,1,0,2,2,2,0,1,3,1,1,1,1,1
"Gene28472",3,4,3,3,3,2,2,3,1,2,1,1,4,2,5,1,4,1,5,3,4,1,2,2,3,5,4,2,6,1,1,2,3,0,8,1,1,0,0,1,3,3,0,5,3,2,2,3,2,3,7,0,4,0,2,5,5,2,1,2,1,3,1,1,1,2,0,2,5,2,2,1,5,1,2,3,1,2,3,2,3,1,4,3,2,4,1,2,3,1,3,2,2,2,3,3,3,2,0,2,0,6,3,4,4,4,9,3,1,4,8,0,5,0,2,1,3,1,2,1
"Gene28473",22,5,2,10,5,10,15,15,12,22,4,9,11,7,16,9,7,2,14,9,17,8,12,5,8,4,11,15,4,10,14,10,17,5,8,17,3,4,16,11,13,19,16,8,24,1,18,15,8,1,2,12,7,18,16,4,9,17,11,14,16,17,18,23,8,1,10,9,14,14,5,18,7,16,18,19,8,9,14,4,24,9,16,20,7,18,6,13,7,11,18,9,5,14,15,5,15,13,9,17,7,12,10,1,13,5,20,6,10,9,5,19,9,8,5,1,10,5,3,10
"Gene28474",3,4,6,3,1,3,8,4,2,1,4,2,1,4,1,6,5,6,4,1,3,2,4,5,4,3,6,3,5,9,4,3,4,4,5,2,5,2,6,4,3,8,6,3,5,3,3,3,5,7,11,8,7,1,9,4,2,5,5,2,4,7,3,6,3,4,3,2,2,2,0,1,5,8,12,8,3,2,7,2,3,6,7,11,5,3,4,4,4,8,2,4,10,9,6,5,5,6,7,7,4,6,4,5,7,6,11,1,2,4,1,3,2,2,4,3,4,10,2,3
"Gene28475",1,4,5,3,1,2,4,5,4,5,6,3,9,4,6,2,3,5,2,3,6,3,1,6,3,4,6,2,4,0,3,2,9,2,4,2,2,2,3,3,3,5,4,3,2,2,3,1,6,3,10,1,4,3,6,1,6,5,7,4,2,2,4,2,4,4,5,9,3,2,2,4,2,7,7,3,5,5,4,0,8,5,3,6,3,2,4,2,3,5,4,5,2,3,3,4,4,4,1,4,2,2,2,4,6,1,7,2,4,2,3,7,0,2,3,1,1,2,0,1
"Gene28476",0,1,2,1,1,0,0,0,0,3,1,0,1,0,0,2,2,2,2,1,2,0,1,1,0,1,0,2,1,1,1,0,3,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,1,3,1,0,1,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,2,1,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,1,1,0,3,0,0,0,1
"Gene28477",3,9,6,10,1,5,7,7,5,8,4,2,8,4,12,6,6,4,8,4,2,3,4,0,2,4,4,7,9,8,2,9,5,4,8,1,5,5,2,1,5,2,3,7,2,4,7,11,4,4,2,6,5,2,3,5,1,3,3,4,13,0,3,3,3,2,3,4,7,8,0,6,5,5,3,7,2,4,8,6,1,7,1,10,4,5,8,5,5,6,7,3,7,4,2,6,4,4,5,2,6,3,2,7,5,3,5,1,4,4,2,5,4,10,6,4,3,6,5,6
"Gene28478",1,3,3,2,0,0,3,0,1,1,1,3,3,0,0,1,0,0,3,0,0,0,0,1,2,0,1,4,2,0,1,3,2,0,1,0,0,1,0,1,0,3,0,1,0,0,1,2,2,4,1,1,1,1,1,0,0,4,3,0,1,0,2,0,1,2,1,1,2,2,2,2,5,2,0,0,0,2,2,1,3,0,1,1,1,5,0,2,1,1,2,1,0,0,0,1,1,1,1,1,0,1,1,0,3,0,1,0,0,3,1,1,1,0,0,1,0,2,0,1
"Gene28479",0,0,1,1,2,3,2,0,0,1,0,1,0,3,3,2,0,0,1,1,2,1,0,2,1,1,0,2,3,2,3,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,1,2,0,2,1,1,1,1,1,1,3,0,1,0,1,3,1,1,2,0,0,0,1,0,0,2,1,0,0,1,0,2,3,2,1,0,2,2,0,1,2,2,1,1,0,1,1,1,1,0,0,0,1,2,0,1,1,2,0,3,0,3,1,1
"Gene28480",1,5,1,2,1,1,0,1,1,0,7,4,5,2,1,3,2,1,1,0,9,3,2,6,1,2,2,6,0,4,5,4,6,5,7,2,3,1,9,2,7,1,2,7,7,1,1,1,7,1,6,1,0,1,0,2,4,6,1,4,1,5,1,4,1,1,1,2,1,0,3,1,3,2,0,9,0,6,6,4,0,3,3,4,0,4,3,2,1,8,5,1,3,0,0,10,3,4,0,3,1,0,3,2,8,3,1,0,3,2,0,0,0,1,2,0,0,2,2,1
"Gene28481",3,0,1,1,1,1,0,0,0,0,1,0,4,0,0,0,3,0,2,0,0,1,2,0,4,0,3,0,2,1,2,1,3,0,1,0,3,0,2,0,2,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,1,1,0,1,1,0,2,0,2,1,1,0,1,0,1,1,1,0,3,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,3,0,0,0,0,1
"Gene28482",5,0,6,2,1,4,3,2,0,2,6,2,3,4,4,5,2,0,0,2,1,3,4,1,2,2,1,3,2,2,2,0,3,0,0,0,1,1,5,2,0,1,3,3,2,0,1,2,0,1,0,2,2,1,3,3,5,1,2,0,2,0,2,2,0,3,1,1,1,1,1,0,1,3,3,0,0,4,3,0,4,2,0,1,1,2,1,1,3,1,3,1,4,1,2,2,2,1,4,0,4,1,1,2,2,1,1,2,0,4,4,5,1,4,0,3,1,0,2,1
"Gene28483",9,5,8,5,3,5,8,7,2,6,3,1,6,3,2,1,4,3,2,10,8,2,4,5,6,2,3,1,8,4,5,7,4,5,3,4,1,14,5,3,6,6,2,13,3,1,4,1,5,8,1,1,2,8,3,0,5,1,4,10,6,6,3,6,11,8,1,9,1,8,6,7,11,1,2,3,0,4,5,4,16,19,3,9,3,5,21,4,3,0,5,12,5,5,13,20,12,7,7,3,2,6,11,5,8,8,20,7,11,20,3,4,4,11,10,2,4,10,16,8
"Gene28484",3,1,3,2,1,4,3,6,3,2,2,2,2,6,3,4,5,3,3,0,6,1,2,3,5,7,3,1,3,5,3,2,9,2,4,3,0,2,4,3,0,2,3,4,3,6,4,5,2,1,5,3,3,2,4,1,2,0,1,3,7,4,3,1,0,1,2,1,5,4,7,6,2,6,1,0,2,3,5,2,4,3,0,6,3,2,6,5,0,6,2,2,2,1,1,4,3,1,3,2,2,4,2,6,5,0,1,3,2,3,0,2,5,6,1,3,0,5,1,3
"Gene28485",49,56,48,75,54,39,93,67,38,39,40,48,69,71,52,43,50,34,67,77,37,49,56,34,40,68,50,77,51,122,52,39,60,39,67,63,38,59,56,60,37,85,56,55,37,51,35,85,24,53,42,53,41,42,25,74,35,36,35,60,23,40,22,48,52,27,18,29,69,68,21,51,29,56,54,60,53,75,49,33,58,62,27,44,40,48,73,34,23,81,21,67,26,50,15,86,24,29,46,19,33,63,22,78,59,66,27,42,17,72,34,52,30,49,18,53,34,59,30,55
"Gene28486",3,1,3,5,4,3,10,9,5,6,1,4,2,4,6,4,9,5,8,5,5,3,5,5,2,0,5,9,5,8,2,5,3,3,5,1,5,5,11,8,6,4,8,7,2,6,7,4,7,2,2,6,3,4,5,1,6,2,6,7,5,2,0,3,7,4,3,2,7,2,4,1,2,3,4,3,3,2,5,2,3,3,2,3,2,1,3,1,2,5,1,6,5,0,4,12,8,5,0,1,0,5,2,0,6,3,6,3,3,9,2,5,3,5,4,4,5,1,2,1
"Gene28487",6,2,10,7,16,5,14,10,7,12,13,2,7,8,7,6,11,8,10,5,3,1,12,4,11,5,8,4,6,12,17,1,12,2,12,9,6,7,5,4,6,7,7,6,8,4,6,5,7,4,4,3,6,3,6,6,5,12,3,1,18,8,17,3,14,5,11,5,9,9,6,7,11,2,8,2,8,8,10,8,22,7,6,7,6,5,16,4,6,6,8,3,9,1,8,8,5,2,10,1,8,5,3,6,11,8,13,1,8,2,2,6,6,6,6,4,9,6,6,4
"Gene28488",0,1,6,4,1,1,7,6,2,2,2,3,2,3,2,5,4,6,1,6,2,4,4,2,0,1,2,9,5,3,7,0,3,3,3,1,6,0,2,5,3,2,2,5,3,4,2,3,0,0,2,3,5,5,0,2,0,4,4,1,2,2,1,1,0,1,2,3,9,1,5,3,4,5,3,1,1,2,1,5,4,2,5,3,4,2,5,3,5,5,0,0,0,3,1,3,3,3,2,2,5,4,1,3,1,3,8,3,2,4,2,2,3,3,5,1,4,2,2,4
"Gene28489",12,5,18,3,14,2,9,13,10,5,6,5,12,4,6,9,12,3,9,9,9,5,14,10,7,2,6,9,3,13,11,5,23,15,11,10,10,13,5,10,14,3,13,10,9,11,12,12,4,10,5,3,15,6,12,1,6,14,3,10,7,4,2,3,7,7,3,3,2,10,2,12,7,2,6,4,6,5,6,6,14,4,7,4,5,9,4,3,3,6,5,6,7,5,3,9,7,2,6,13,6,5,4,2,8,6,2,2,6,6,6,4,4,5,3,8,6,3,1,2
"Gene28490",4,1,4,2,2,2,4,0,3,1,1,3,3,1,1,0,3,2,3,0,1,0,1,3,2,0,2,4,2,1,0,1,1,0,2,3,0,1,7,6,1,3,4,3,4,1,3,5,2,1,5,3,4,3,1,3,1,4,1,2,3,1,4,3,1,2,1,4,4,2,0,0,1,1,2,1,0,0,2,0,4,1,2,2,1,0,3,1,2,3,1,3,4,4,2,8,4,8,4,5,1,11,1,8,5,4,1,3,4,3,3,7,2,5,6,5,10,5,3,7
"Gene28491",3,8,3,2,1,0,3,4,5,1,2,2,9,2,0,5,1,1,6,2,7,5,2,5,7,2,7,9,3,3,1,7,11,4,1,6,0,0,1,6,4,6,3,11,2,3,7,7,4,3,2,2,10,11,0,2,6,11,2,2,7,9,1,2,11,1,0,7,6,1,3,2,11,6,5,1,1,9,7,3,7,10,6,8,20,1,7,5,6,4,1,1,2,3,1,4,0,3,1,1,2,8,7,3,2,5,6,3,2,4,0,5,3,0,0,5,4,3,1,0
"Gene28492",4,0,6,3,3,7,6,3,3,5,0,3,2,2,3,5,2,3,1,2,2,2,4,5,2,2,5,3,4,15,4,4,1,4,4,2,2,5,3,6,6,4,2,5,5,5,8,3,5,4,2,1,5,7,6,3,1,7,2,4,7,5,4,2,3,2,1,3,6,7,6,8,6,10,6,6,1,6,5,3,7,0,5,7,1,4,5,8,2,6,4,10,2,2,1,2,4,5,4,5,4,4,2,2,7,4,4,3,11,2,1,2,4,2,2,2,4,2,1,5
"Gene28493",0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,0,2,1,0,1,0,0,1,1,0,2,0,2,1,1,0,0,1,1,1,0,1,0,1,0,1
"Gene28494",2,3,13,7,5,6,12,5,9,5,8,4,14,4,8,4,8,7,5,9,7,4,5,5,7,14,11,11,11,10,11,8,13,5,9,3,8,3,7,7,5,9,3,8,6,8,5,7,3,5,10,4,6,7,5,8,4,7,5,9,4,5,5,1,3,2,3,6,9,4,6,6,4,4,3,5,9,3,7,5,4,6,4,7,5,2,10,4,2,7,9,3,7,5,8,7,11,11,4,10,8,13,7,12,8,12,10,8,8,7,9,8,13,19,4,11,8,10,6,6
"Gene28495",8,4,8,4,2,5,4,3,2,4,2,4,1,3,3,3,1,3,1,5,16,4,9,4,4,3,6,6,4,1,10,1,3,4,4,3,4,4,2,2,1,6,7,5,2,1,5,1,2,0,1,8,5,2,3,1,0,3,3,1,4,2,1,2,2,2,5,0,1,1,2,3,4,5,4,3,4,2,9,1,2,1,1,5,0,4,0,5,0,2,4,2,6,4,0,1,4,4,1,1,0,1,1,2,1,0,4,0,3,2,0,3,2,2,3,4,2,3,1,2
"Gene28496",24,37,19,19,29,20,29,16,10,19,22,15,24,26,18,31,33,15,13,42,25,23,31,18,18,33,31,37,32,21,20,9,48,19,14,7,15,25,16,22,13,13,16,17,22,27,10,20,20,25,14,10,9,18,11,21,28,36,23,25,22,23,30,20,22,10,13,18,17,10,17,36,21,30,58,8,19,60,28,7,38,19,43,34,27,26,24,13,18,18,30,11,29,20,20,31,59,19,26,30,23,36,16,35,42,20,34,34,37,41,37,33,19,32,14,46,22,41,14,26
"Gene28497",3,1,1,0,4,5,5,3,3,0,3,2,1,1,4,1,2,3,2,2,1,1,2,2,4,1,1,3,0,4,6,6,1,3,0,0,1,3,3,2,1,3,3,1,6,3,2,3,2,4,1,3,1,1,6,0,2,3,3,1,1,1,6,4,3,0,0,4,1,1,2,2,1,4,1,2,3,5,7,4,4,6,4,7,3,3,3,1,2,6,0,3,0,2,1,2,1,2,3,5,1,3,3,2,3,4,3,1,2,1,1,5,1,3,2,3,1,6,2,1
"Gene28498",0,3,0,0,3,3,1,4,0,1,1,4,4,1,3,0,1,0,1,3,4,3,2,2,4,2,4,2,3,5,3,0,0,1,2,0,4,4,0,1,7,3,0,3,1,1,4,7,3,2,1,0,1,0,0,1,0,0,1,0,1,0,2,1,0,3,0,0,1,1,0,0,2,2,0,0,2,1,3,0,0,1,1,2,1,2,1,1,3,0,0,3,0,1,3,5,1,1,3,2,3,3,0,3,0,1,3,4,0,1,3,1,1,4,1,1,0,3,4,1
"Gene28499",0,4,0,1,0,1,1,2,3,2,2,0,1,3,2,0,2,5,2,6,1,4,4,1,0,3,2,2,2,6,3,2,0,0,0,1,1,1,0,5,0,0,0,1,0,2,0,3,1,5,2,0,2,1,3,1,4,2,0,0,3,1,1,1,1,3,1,2,0,4,0,1,2,0,2,1,2,3,2,2,1,2,2,1,2,1,3,3,1,2,2,4,1,2,2,2,1,2,2,4,0,2,1,2,1,1,3,1,0,0,0,0,2,2,2,4,3,4,2,2
"Gene28500",15,12,14,7,15,10,21,15,15,28,15,13,9,9,29,16,14,13,11,10,12,10,24,12,9,12,12,14,5,14,25,26,21,20,31,9,15,12,15,14,11,20,17,18,6,16,21,18,8,21,19,11,22,8,18,13,22,19,6,28,15,19,9,6,15,13,13,7,6,7,12,12,9,20,21,17,7,14,19,2,20,11,12,15,14,4,13,15,5,13,11,10,7,7,5,16,10,7,9,8,3,11,2,14,11,13,6,5,4,3,6,5,4,8,9,16,11,12,15,10
"Gene28501",3,2,7,1,1,3,5,5,2,1,4,0,6,3,3,4,1,1,2,6,1,7,2,3,4,0,3,2,2,1,3,3,4,0,0,1,0,0,2,1,5,3,0,1,4,0,1,5,3,0,0,2,6,3,1,2,1,1,5,4,4,2,3,2,1,3,0,5,1,4,1,5,3,6,7,2,0,4,6,3,2,5,7,3,1,2,2,3,1,2,0,1,2,3,4,3,0,0,6,1,1,1,4,2,1,4,3,4,2,4,2,1,0,1,2,1,0,2,0,1
"Gene28502",8,2,0,0,4,3,5,1,5,5,5,3,14,4,2,4,6,4,6,1,3,1,4,3,5,3,8,2,3,6,13,1,10,2,11,4,2,21,10,12,1,3,3,11,6,0,8,13,7,9,2,6,0,3,4,7,4,10,4,16,5,5,5,0,6,4,1,10,0,2,2,7,5,2,0,3,2,6,6,7,6,6,2,7,1,4,8,4,1,11,3,2,2,4,7,9,2,4,7,2,3,0,4,8,3,6,7,3,1,2,3,11,0,3,1,3,2,1,6,2
"Gene28503",0,2,2,0,2,1,2,1,0,4,2,3,3,4,3,2,3,2,0,2,1,1,1,2,2,1,4,3,1,1,3,2,1,4,2,2,1,3,1,1,4,0,1,3,2,3,0,1,1,1,2,2,1,2,0,0,3,3,3,2,1,3,3,2,3,3,4,1,2,0,0,2,4,7,1,1,3,0,1,0,1,0,2,1,2,0,2,2,3,2,1,2,4,2,3,5,0,2,0,0,2,2,0,1,4,1,0,0,0,1,1,6,1,2,0,0,1,5,1,0
"Gene28504",2,2,3,2,0,0,1,0,2,2,3,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,2,2,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,1,3,0,0,0,1,0,0,0,0,1,2,0,0,4,2,1,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,2,0,1,0,1,2,1,1,1,1,0,2,1,3,2,1,2,1,1,0,0,2
"Gene28505",4,7,3,1,3,2,10,1,7,4,6,6,7,2,5,10,4,2,5,8,6,3,3,5,1,1,2,6,7,7,13,6,13,3,7,4,3,4,11,4,1,10,2,3,9,8,16,6,6,5,4,3,12,6,4,2,5,4,4,6,1,0,1,5,2,3,3,5,1,3,0,5,1,1,4,1,5,7,6,5,7,2,4,0,0,10,4,6,0,4,4,4,7,0,0,3,6,8,4,1,4,4,0,3,2,3,5,4,2,0,3,5,0,3,6,0,1,2,1,1
"Gene28506",17,12,13,10,15,3,2,5,5,4,4,6,3,10,22,8,14,9,16,17,7,10,10,7,6,18,12,11,7,13,34,14,10,7,13,10,5,12,12,10,7,14,6,8,20,13,23,15,11,5,11,8,7,4,8,23,11,1,4,24,10,12,6,0,18,9,7,13,6,6,21,19,11,2,13,17,16,21,10,5,13,16,6,1,2,8,12,22,10,5,17,19,1,18,16,38,8,16,7,1,9,5,4,10,9,23,7,3,4,2,4,13,5,15,3,10,17,5,11,10
